n02857477 boarding_house
n11793779 calla
n07829331 wine_vinegar
n04153025 screen_door
n00443803 flip
n11847169 barrel_cactus
n03993403 plaster
n07722217 onion
n03844045 oil_lamp
n05467758 astrocyte
n11918286 ageratum
n01663782 green_turtle
n02884859 box_girder
n04294212 stabilizer
n02140049 flying_fox
n04262161 soundboard
n04539794 voile
n03541269 hospital_ship
n02843029 birch_bark
n09403734 chain
n04187233 overlay
n04388574 tangram
n01454856 stickleback
n07741235 northern_spy
n03394480 rattler
n03717447 manhole
n02842809 birch
n02076402 crabeater_seal
n02684649 aglet
n02775689 bailey
n03718581 manor_hall
n09833536 baker
n02391373 mountain_zebra
n02862048 body_armour
n02796995 saloon
n15067877 lachrymator
n04393549 tapestry
n03885669 pantsuit
n03533014 water_pipe
n02387093 percheron
n03491988 hank
n02689144 airframe
n07718671 gherkin
n11756669 wattle
n07805731 pet_food
n02873520 boot
n09215437 basin
n02758490 auger
n07814487 clove
n02248887 soft_scale
n05244755 dental_plaque
n04027706 pusher
n01713764 tyrannosaur
n03418242 garden_tool
n02879309 boutique
n01618503 secretary_bird
n07593199 smorgasbord
n04301760 stick_shift
n12927013 cassava
n03159640 stump
n12034141 zinnia
n04255163 socket
n03836976 nylons
n04139859 bank
n04113641 round
n01422335 trophozoite
n02122298 puss
n02408817 carabao
n03329536 collet
n13131028 umbel
n11767354 dogbane
n07819166 mint
n09405787 ravine
n03176594 deodorant
n02123242 tortoiseshell
n12953484 king_fern
n09452395 swampland
n07838233 pasta_sauce
n02177775 deathwatch
n03604311 jumbo_jet
n02442336 stoat
n03390075 foxhole
n04370048 jumper
n02917742 bullpen
n03484809 hand_drill
n01594004 bluebird
n03216402 diving_dress
n02691156 aeroplane
n03129848 creel
n04373894 steel
n02782681 ballot_box
n07878647 stuffed_peppers
n04375405 rotary_converter
n09415584 riverbank
n03374649 flywheel
n03285912 enclosure
n02900459 bridle_path
n01357328 clostridium_botulinum
n10123844 general
n02381609 tarpan
n08238463 grade
n03679384 quarters
n01322343 pup
n07745197 dewberry
n12043444 orchis
n04351699 suiting
n01783017 myriapod
n13164501 osier
n02825961 bell_gable
n11630489 cypress
n02749953 assembly
n04533946 dvd
n03017698 chimney_breast
n02548247 monkfish
n03092166 indoor_garden
n03031422 cigarette_lighter
n11915214 composite
n04584373 wigwam
n04409625 tennis_camp
n02977619 case
n01794158 meleagris_gallopavo
n03456186 grey
n12615710 pondweed
n11662128 pacific_yew
n02766534 carriage
n07768230 bartlett
n02919648 bung
n07709333 green
n07721456 chili
n02887079 braces
n04045941 tag
n07820960 summer_savory
n02434712 brocket
n03247083 dropper
n15092751 naphthoquinone
n03411079 gaiter
n02584449 pirana
n12166128 calabash
n02476567 australopithecus_afarensis
n12735160 sandalwood_tree
n03939677 wheelhouse
n02944579 camouflage
n04573513 wet_bar
n12190869 durian
n03790755 motor_lodge
n07733567 kohlrabi
n03719560 mantelet
n03598385 jig
n03819595 meshing
n02831724 bunk
n03410740 muzzle
n12218274 silky_oak
n04405907 tv_set
n03600285 riding_breeches
n02139671 fruit_bat
n01614038 harpy_eagle
n13154841 bract
n03413428 gambling_house
n02735538 arctic
n11624192 cedrus_atlantica
n02065407 minke_whale
n03012013 cheekpiece
n12413165 iris_cristata
n03635668 laminate
n03503233 header
n01449374 mosquitofish
n02848216 blade
n08598568 mecca
n04225222 sixpack
n03294604 eprom
n04022434 pump_action
n13132034 peduncle
n02878628 buhl
n03147156 culverin
n04021164 pull_through
n03993703 pound
n03475823 hair_oil
n01617443 lammergeier
n03334912 spare
n03725600 mason_jar
n10020890 medico
n04402746 phone_system
n02385214 yearling
n03215076 diwan
n03088707 conductor
n04395651 tattoo
n13004423 chanterelle
n00483508 doubles
n03825271 skittle
n11771924 carissa_macrocarpa
n12711398 rangpur
n04330746 stovepipe
n03219135 dolly
n13866144 polygon
n04091466 rigger
n02302969 luna_moth
n03258456 dust_cover
n02538010 lake_trout
n02284611 tortrix
n04552696 combat_ship
n02933340 console
n03648219 laundry
n04075813 repp
n04045941 shred
n02329401 rodent
n03148324 closet
n03541393 hospital_train
n12865824 ramona
n02682811 aerial_torpedo
n03344642 firebrick
n03126385 climber
n04539407 viyella
n07881800 drinkable
n07719839 beetroot
n03996416 shovel
n13235503 indian_paintbrush
n02592055 sheepshead
n07769584 quince
n03013580 shift
n02628062 skipjack
n01606672 sparrow_hawk
n03658635 levee
n00464651 outdoor_game
n01613615 young_bird
n02472987 human_beings
n05241485 melanocyte
n09877951 brother
n12864160 rosemary
n03667664 photometer
n03939677 pilothouse
n03676759 lcd
n02122878 queen
n02438173 guanaco
n04230603 ski_pole
n01851895 wild_duck
n03429288 gage
n01853498 scooter
n04137897 satellite_television
n07926920 mulled_wine
n04207151 shoulder
n11610215 single_leaf
n03092883 console
n03112869 corset
n02386496 draught_horse
n04145863 schmidt_telescope
n03321103 turbojet_engine
n13901490 bolus
n00477392 lacrosse
n07883031 filling
n13232779 honey_fungus
n05282652 diastema
n07685918 pumpernickel
n03604156 nickelodeon
n12737383 family_loranthaceae
n02802215 hoop
n07722888 purple_onion
n12080395 butterfly_orchid
n01823013 cuckoo
n07857959 pate
n11968931 boneset
n07755707 muskmelon
n03731695 sledgehammer
n12476510 century_plant
n00007846 somebody
n11669921 flower
n11767877 indian_hemp
n03208556 disc
n01607962 buzzard
n02930214 bvd
n03070396 colliery
n04054361 tuck
n03996416 power_shovel
n10707233 therapist
n04433585 railroad_tie
n11508382 snow
n04373894 sword
n03059934 cobweb
n03175457 densitometer
n12058630 marsh_orchid
n02004131 jabiru
n03237416 beaver
n04197391 shirt
n06998748 artwork
n02788021 streamer
n04359034 supertanker
n04273796 speed_indicator
n07715407 broccoli_rabe
n02771547 backstop
n01694709 varan
n04455579 topper
n03009794 charnel_house
n02126139 serval
n12477583 maguey
n03842156 office_furniture
n02428349 pasang
n03357081 gabardine
n03504205 headpiece
n02405101 urus
n02129923 tigress
n02878107 bottling_plant
n07574602 breakfast
n12831535 columnea
n04043733 wireless
n03047941 cloister
n03097535 control_circuit
n04511002 university
n02275773 tortoiseshell_butterfly
n02838728 vizor
n07807002 salmagundi
n01338685 herpes_virus
n02738535 armchair
n03342863 finish_coat
n12827537 moonflower
n02814428 beach_towel
n02879087 nosegay
n13206817 maidenhair
n07752377 dried_fruit
n02660519 atlantic_halibut
n02063224 baleen_whale
n01793715 orpington
n03082280 compound_microscope
n07735803 turnip
n02814116 bb_gun
n11634736 red_cedar
n03472535 sneaker
n01628770 caudate
n07890226 porter
n01477875 sea_lamprey
n02760855 automatic
n11693981 custard_apple
n03996145 saw
n04530283 vertical_tail
n02361587 groundhog
n06359467 chat_room
n04962240 charcoal_grey
n12189987 adansonia_digitata
n04184880 sharkskin
n03790755 court
n07918706 swizzle
n03334492 fife
n04401828 telephone_cord
n03115897 couch
n12116429 cocksfoot
n13895262 belly
n07928696 coke
n03894379 partition
n04091693 tackle
n12642200 sweet_cherry
n03099147 convector
n07910656 pernod
n12755727 japanese_maple
n04307767 staysail
n03706653 disk
n02190790 musca_domestica
n11757851 cassie
n04586581 winder
n11720353 buttercup
n03136369 crossbow
n02069412 common_dolphin
n03330947 hobble
n04137773 satellite_receiver
n03225108 dorm_room
n02871439 bookshelf
n02660208 halibut
n02431337 stag
n11721337 lesser_celandine
n07568502 oatmeal
n03365991 floor
n02592371 pinfish
n02415253 dall_sheep
n01322898 lion_cub
n03357081 tweed
n03220237 portal_tomb
n03683708 locker_room
n01541386 cardinal
n10509063 reading_teacher
n07907943 cordial
n02041875 cob
n04409011 tender
n04450640 toner
n01972131 architeuthis
n12765115 molle
n03669534 limekiln
n02856237 blunderbuss
n02295064 noctuid_moth
n08640739 vacation_spot
n03674731 link_trainer
n12273114 turkey_oak
n03016389 coop
n06470073 papers
n02213543 vespula_vulgaris
n07574504 refreshment
n04307419 stay
n03394480 freight_train
n02332447 harvest_mouse
n01856553 greylag_goose
n04387095 tam
n12696492 neem
n11694469 ilama
n03409591 saddle_roof
n02391994 rhinoceros
n01757901 massasauga
n07817315 coriander
n04394630 tarmac
n07760153 muscat_grape
n07743544 blueberry
n01857325 brant_goose
n04518132 vacuum_flask
n07568241 farina
n02991302 jail_cell
n02060411 shearwater
n03948459 handgun
n03533014 hookah
n09415671 river_bottom
n13883763 spherical_triangle
n04332580 straitjacket
n00887544 team_sport
n03875218 paint
n04554406 washboard
n03512147 helicopter
n02802215 basketball_hoop
n07907548 malt_whiskey
n03307792 external_drive
n02425532 nilgai
n02858304 boat
n08518171 camping_ground
n08249459 concert_band
n03853291 orchestra_pit
n04502502 tweed
n03079741 compartment
n07771405 black_walnut
n03759243 microfiche
n07841800 easter_egg
n01936391 polychaete_worm
n04525417 veneering
n03559531 identikit
n02338722 cotton_rat
n03637787 lancet
n02898711 bridge
n02838728 visor
n03126580 crampon
n03410740 gag
n07598928 barley_sugar
n03149686 curbstone
n04304375 starter_motor
n13155095 bracteole
n03074380 pillar
n02525382 cusk
n02806088 bastion
n07846557 skimmed_milk
n13185658 doodia
n12074867 bee_orchid
n04146050 schoolhouse
n04309548 steamer
n01858281 coscoroba
n00442847 dip
n03103563 coonskin_cap
n01836673 poorwill
n03236093 dreadnaught
n07644244 gelatin_dessert
n04077734 rescue_equipment
n04458843 touch_screen
n12651229 firethorn
n03448590 gorget
n04349306 subway_train
n02087314 courser
n03277149 electron_gun
n02534734 salmon
n00479887 squash_rackets
n04592465 winery
n12143676 maize
n11665372 flowering_plant
n08518171 encampment
n09877951 buddy
n01579578 jackdaw
n04561734 waterproof
n01351315 spirillum
n04542095 voting_machine
n02704949 coliseum
n07585208 stock
n02205219 crane_fly
n03267468 ejection_seat
n03180969 sensing_element
n11661909 taxus_baccata
n03979492 polygraph
n04283255 spoiler
n03138344 crowbar
n02693246 airport_terminal
n04192858 shield
n07766530 mamey
n04969540 steel_blue
n07936459 ice_water
n04270891 spear
n00466524 stroke_play
n02561108 pike
n11954161 cirsium_arvense
n04333129 strap
n03033986 card
n02818832 bed
n02962200 carburettor
n01447331 may_fish
n07691650 croissant
n02853218 blockade
n02343320 syrian_hamster
n03811295 nautilus
n03346455 hearth
n03313333 frontage
n03690168 lorgnette
n12114590 chloris_gayana
n04213264 sickbed
n11807108 chickweed
n04960582 pitch_black
n01637615 slender_salamander
n03148324 cupboard
n02602405 silversides
n12478768 grass_tree
n03343354 fipple_flute
n09403734 range
n01959492 giant_clam
n04141712 scaffolding
n02122430 mouser
n12350758 canna
n03456299 grease_gun
n01949499 keyhole_limpet
n04425977 third_gear
n12006930 mexican_hat
n02046939 black_guillemot
n03174731 demitasse
n04536595 gamba
n03147280 culvert
n02388917 bay
n12333771 guava
n03945615 pipe
n02861387 bodice
n12749679 wahoo
n01859496 tundra_swan
n03873699 paddle
n11612923 white_pine
n07711080 french_fries
n03074855 comb
n01997119 water_flea
n04052757 ram
n00445226 water_skiing
n12662772 coffee
n03491724 hemp
n02822762 beefcake
n02159955 insect
n12392549 urtica_dioica
n01486010 thresher_shark
n04114069 roundel
n10780632 wife
n00475787 softball_game
n13145040 vitis_labrusca
n04973291 beige
n07682624 flatbread
n12196527 flame_tree
n11709205 star_anise
n07615569 tutti_frutti
n04040373 rotary_engine
n01495493 angel_shark
n02910145 bucket_seat
n02353861 pouched_rat
n02446206 striped_skunk
n07586099 marmite
n09438940 snowdrift
n07891726 vino
n11781176 calamus
n13092240 ascospore
n12882945 digitalis_purpurea
n04121728 jigsaw
n02378149 remount
n11639084 incense_cedar
n04355511 sundress
n03905730 peg
n01894207 tenrec
n11542137 bog_moss
n02893418 brazier
n03923918 needle
n07641928 fish_cake
n12641007 prunus_armeniaca
n02892304 brass
n07848936 ghee
n11615387 loblolly_pine
n02751215 astrolabe
n02885462 boxing_glove
n13192625 shield_fern
n07714895 savoy
n10514429 ref
n03665924 bulb
n01322508 wolf_cub
n03813078 nave
n03960490 plate
n12732491 black_poplar
n01722998 pterosaur
n04414476 terry
n03722646 marlinspike
n03239054 tails
n02380464 polo_pony
n02406432 ayrshire
n07774295 hickory_nut
n09294877 grotto
n04589190 window_blind
n04264765 space_capsule
n04013729 prosthesis
n04285803 activewear
n04363991 surgery
n11762433 leucaena_leucocephala
n03553248 thermonuclear_bomb
n01884476 tasmanian_tiger
n02310000 bollworm
n12568186 black_locust
n10001217 deliveryman
n03387653 metalworks
n02084732 doggie
n01848976 broadbill
n01321230 male
n01790398 cornish
n03593526 jar
n04610503 yard
n02738741 armet
n01607962 buteo_buteo
n04113406 wheel
n01848976 shoveler
n03818343 neon_tube
n03358380 flash
n04180063 sewing_needle
n12047884 spider_orchid
n07576438 picnic
n04612373 yawl
n03187751 dialysis_machine
n04559994 water_hazard
n01699040 caiman
n12664710 cinchona
n12154773 screw_pine
n04065464 rec_room
n03948242 piste
n04196502 shipping
n03474167 habit
n08640739 playground
n01612275 falco_columbarius
n03744276 memory
n02738271 armature
n01904886 oyster_shell
n12588320 carnauba
n04091693 rigging
n07892813 white_wine
n07845863 homogenized_milk
n07832416 pesto
n02868638 bomb_shelter
n03842012 office_block
n04087826 ribbing
n04295081 tack
n02008041 heron
n01736375 ground_snake
n04360798 support_column
n14891255 greek_fire
n02595702 red_drum
n00326094 rock_climbing
n03696568 lug
n04549721 wankel_engine
n04472726 sender
n13095013 partial_veil
n03070587 collimator
n02762909 donkey_engine
n02811936 battlement
n01392380 amoeba
n11723770 cohosh
n03176386 denture
n03334912 fifth_wheel
n07561112 diet
n02205673 black_fly
n11645590 wollemi_pine
n00480366 pelota
n03380724 ottoman
n07867616 cheese_fondue
n13882961 diamond
n09302616 upland
n02136103 binturong
n04287451 sprag
n04973291 ecru
n04370774 sweats
n03413828 game
n04444218 toe
n02023992 kildeer
n02122298 pussycat
n03880531 pan
n07712559 chip
n02769075 desktop
n04164868 writing_table
n02868638 bombproof
n12387839 violet
n03199775 dinette
n03629520 kylix
n04529962 vertical_stabiliser
n12491017 orchid_tree
n12224978 casuarina
n03351434 fishing_gear
n02532028 herring
n11906127 golden_cup
n07572353 viands
n07827130 juniper_berries
n03600722 joinery
n12137791 guinea_corn
n04962062 silver_gray
n07720084 sugar_beet
n03870672 pack
n02976939 till
n02742322 array
n02784124 banana_boat
n03085219 computer_monitor
n11950345 chrysanthemum
n01446760 killifish
n02984061 cathedral
n01563945 goldcrest
n03429771 gantlet
n04295353 stabling
n03075634 combine
n03555662 hypodermic
n03511175 hedgerow
n11669786 floret
n02247655 bemisia_tabaci
n02839592 billiard_room
n07901587 liquor
n04211356 shutter
n04421872 thermometer
n12794985 astilbe
n07591586 bouillabaisse
n03510244 heat_sink
n12358293 cardamom
n10164492 head_nurse
n07864638 tetrazzini
n09376526 ocean_bottom
n02322047 trepang
n04450749 tongs
n07881625 refried_beans
n04063154 record_changer
n02796318 barrette
n12907857 nicotiana_tabacum
n12036939 bellflower
n02981911 onager
n03450516 robe
n11722466 creeping_buttercup
n04108822 rope_bridge
n07936548 soda_water
n02998563 sink
n04973669 copper_color
n12360108 begonia
n07901587 spirits
n07901587 strong_drink
n07899108 vermouth
n04433585 tie
n02403231 bullock
n04149374 scooter
n06267991 tabloid
n03880129 pallium
n02310334 corn_earworm
n12441183 asparagus
n04199027 shoe
n03459591 grill
n03192543 dictaphone
n03012897 chemical_plant
n02793199 bark
n07869391 hash
n05451384 lymphocyte
n03766508 millinery
n03221059 half_mask
n02838958 bill
n04586072 windbreak
n03430551 gear_wheel
n02981911 ballista
n13099999 deciduous_plant
n01876326 bandicoot
n11685091 pip
n12406488 ulmus_americana
n02332156 house_mouse
n02063662 right_whale
n03634034 pile_dwelling
n03363749 flintlock
n03193107 diesel
n04370048 sweater
n07605474 fudge
n04008385 line
n12286197 green_alder
n03998333 tallis
n04190747 casing
n13025647 yeast
n07605040 candyfloss
n01319685 bycatch
n15091129 thiamin
n04039848 microwave_radar
n02822064 bedsit
n02405101 bos_primigenius
n10560106 classmate
n02735361 arc_light
n03952576 pizza_parlor
n01340935 reovirus
n03413124 gibbet
n04146976 school_system
n07606419 horehound
n04076284 repeater
n13147689 malvasia
n02622955 hairtail
n01519563 cassowary
n02311060 larva
n02581957 dolphinfish
n10305635 medic
n04585128 wilton
n02714751 answering_machine
n12770529 ebony
n03967396 plotter
n12872914 butterwort
n04140064 saw
n04287986 spreader
n03075946 command_module
n02073831 manatee
n02406174 milker
n04221823 simulator
n12336224 red_gum
n03878963 palisade
n12023726 tanacetum_vulgare
n04110439 positioner
n02848523 blade
n07569644 graham_flour
n02898585 bridal_gown
n04497801 tuning_fork
n03974070 pogo_stick
n03320519 fancy_dress
n01931520 enterobius_vermicularis
n02019190 great_bustard
n09206985 ascent
n11613459 mountain_pine
n01992773 amphipod
n01848648 wigeon
n04595028 wifi
n10769188 washerwoman
n03667235 lighting
n02983904 cathedra
n02533209 pilchard
n02563182 bream
n12225563 australian_pine
n12681579 black_haw
n07600696 candy_apple
n07929519 coffee
n12681893 weigela
n11727091 columbine
n02217563 chalcid_wasp
n03132076 bat
n04967674 sea_green
n04248851 snare
n01948446 periwinkle
n12729729 red_willow
n10298912 sea_captain
n09205509 arete
n12393269 ramee
n02937010 cagoule
n02536456 king_salmon
n02855089 blower
n02728440 apparel
n02530999 allis
n12943443 sanicle
n02405302 yak
n02095050 fox_terrier
n10091651 firefighter
n03679712 parlour
n12588320 wax_palm
n07732168 green_corn
n08560295 dude_ranch
n09877951 crony
n07803408 bulgur
n03540595 hospital
n03816136 needle
n02763901 sunshade
n04290507 spur_wheel
n12775919 sapote
n02787435 novelty
n02568959 grouper
n10648696 lead
n03063073 coffee_cup
n03648219 washing
n03471190 gusset
n03351262 fishing_vessel
n02340358 eastern_woodrat
n04471912 transit_instrument
n01847253 diving_duck
n02628062 atlantic_bonito
n13882639 nonagon
n03270854 electric_blanket
n01462803 morula
